property_rights,government_integrity,judicial_effectiveness,tax_burden,government_spending,fiscal_health,business_freedom,labor_freedom,trade_freedom,investment_freedom,financial_freedom
70.0,50.0,56.6,76.3,76.6,79.9,70.0,70.0,67.0,70.0,70.0
30.0,30.0,45.8,51.9,88.9,80.8,55.0,56.1,34.0,50.0,50.0
30.0,50.0,56.5,74.4,50.5,67.2,55.0,43.4,60.8,50.0,50.0
90.0,67.0,73.2,54.2,63.0,49.3,85.0,82.4,81.0,50.0,50.0
70.0,70.0,56.6,49.5,26.8,81.5,70.0,61.3,49.6,70.0,50.0
30.0,10.0,22.2,81.4,74.8,5.4,55.0,57.1,45.0,70.0,30.0
70.0,30.0,52.6,64.6,65.1,55.5,70.0,74.2,53.0,70.0,70.0
50.0,50.0,55.6,82.7,87.9,42.5,70.0,60.1,63.0,70.0,50.0
70.0,30.0,55.4,43.2,10.6,68.2,70.0,53.0,77.8,70.0,70.0
50.0,50.0,55.1,51.4,36.2,66.3,70.0,42.8,59.0,50.0,70.0
10.0,10.0,10.0,47.6,0.0,64.4,40.0,20.0,60.0,10.0,10.0
30.0,10.0,25.4,52.6,0.0,58.2,40.0,44.349999999999994,25.0,30.0,30.0
90.0,43.0,59.9,68.1,86.9,97.0,70.0,51.1,69.2,50.0,70.0
10.0,10.0,36.0,41.5,85.1,91.7,55.0,52.5,45.0,10.0,10.0
50.0,28.0,54.3,67.1,88.7,13.2,55.0,62.3,13.2,50.0,30.0
50.0,30.0,13.8,84.1,44.5,18.0,55.0,59.7,51.0,50.0,50.0
30.0,10.0,29.6,51.0,88.8,60.9,55.0,51.5,25.0,50.0,30.0
90.0,91.0,82.7,54.9,0.0,81.1,70.0,46.5,77.8,70.0,50.0
90.0,90.0,71.5,61.6,40.6,94.3,70.0,61.8,80.8,70.0,50.0
50.0,30.0,50.9,58.8,35.4,90.5,55.0,63.7,50.2,50.0,30.0
70.0,41.0,51.8,54.4,0.0,82.4,70.0,67.7,59.0,70.0,70.0
30.0,30.0,24.5,91.7,91.8,92.1,55.0,47.2,15.0,50.0,50.0
50.0,32.0,38.7,73.2,82.7,69.8,55.0,59.9,63.0,70.0,30.0
90.0,88.0,92.9,56.6,55.1,84.6,70.0,85.8,77.0,70.0,90.0
70.0,10.0,38.8,72.5,80.8,0.0,55.0,67.0,58.0,30.0,30.0
50.0,50.0,48.3,72.5,69.1,30.4,85.0,61.8,61.0,50.0,70.0
50.0,50.0,35.2,48.8,65.5,19.2,70.0,52.9,54.2,50.0,50.0
70.0,44.0,53.9,45.8,32.9,36.1,70.0,51.8,77.8,70.0,50.0
90.0,89.0,77.1,38.1,25.9,81.2,85.0,81.8,77.0,50.0,70.0
10.0,10.0,41.4,32.3,82.4,61.2,40.0,57.6,66.0,10.0,10.0
30.0,10.0,30.7,54.7,97.2,99.1,55.0,38.4,49.0,30.0,30.0
30.0,10.0,24.1,46.2,89.1,81.9,55.0,43.7,53.4,30.0,30.0
50.0,19.0,45.2,79.9,90.3,89.4,55.0,50.3,73.0,70.0,50.0
30.0,10.0,29.6,51.3,88.9,65.9,70.0,32.7,16.2,50.0,30.0
50.0,30.0,46.3,80.7,41.7,67.2,55.0,70.3,83.0,30.0,50.0
90.0,93.0,77.8,30.6,0.0,96.7,85.0,92.1,77.8,70.0,70.0
50.0,30.0,58.9,78.0,56.2,95.3,85.0,64.1,65.0,70.0,70.0
70.0,56.0,68.9,61.0,36.5,46.0,70.0,41.5,77.8,70.0,50.0
70.0,70.0,52.3,75.0,46.3,17.7,85.0,75.4,73.0,50.0,30.0
70.0,28.0,37.1,73.1,87.9,97.2,70.0,52.9,53.2,50.0,50.0
50.0,10.0,26.6,98.0,78.5,0.0,70.0,58.7,75.0,50.0,70.0
70.0,41.0,52.5,57.3,61.8,93.6,70.0,41.1,77.8,70.0,70.0
10.0,10.0,36.3,42.8,78.9,27.3,40.0,65.5,44.6,30.0,30.0
50.0,50.0,34.3,81.3,47.3,80.9,55.0,80.6,48.4,70.0,30.0
70.0,23.0,34.1,67.5,71.2,49.2,55.0,47.8,30.0,70.0,50.0
50.0,30.0,42.9,71.0,77.5,82.4,55.0,75.7,57.6,50.0,50.0
70.0,30.0,35.3,63.1,67.5,39.7,70.0,69.5,46.6,70.0,50.0
90.0,88.0,82.0,77.7,54.4,95.9,70.0,77.2,80.6,70.0,90.0
90.0,81.0,78.0,37.8,28.0,90.8,70.0,44.4,75.0,70.0,70.0
70.0,50.0,48.7,63.3,88.2,50.0,70.0,80.6,33.0,70.0,50.0
30.0,30.0,58.5,44.3,65.5,90.9,55.0,62.5,73.0,70.0,50.0
50.0,30.0,26.1,64.7,67.1,59.1,55.0,38.8,25.0,30.0,50.0
50.0,10.0,34.7,82.9,93.5,98.5,55.0,45.8,63.0,30.0,30.0
30.0,10.0,28.2,54.1,59.8,6.2,55.0,44.8,52.4,30.0,30.0
50.0,50.0,31.3,71.9,88.2,49.7,70.0,51.9,58.8,50.0,50.0
50.0,10.0,56.3,38.0,32.9,85.4,70.0,74.9,77.2,30.0,50.0
50.0,50.0,28.4,62.0,41.4,3.8,70.0,75.0,68.6,50.0,50.0
70.0,50.0,54.2,67.7,60.5,16.5,55.0,85.1,36.2,70.0,70.0
70.0,50.0,44.3,62.1,76.3,60.6,70.0,31.7,59.0,70.0,50.0
90.0,51.0,69.2,74.4,71.4,90.8,85.0,49.2,75.2,50.0,50.0
30.0,10.0,22.6,38.6,75.3,6.9,85.0,55.7,43.0,30.0,10.0
30.0,10.0,64.2,92.0,82.3,93.5,55.0,91.1,69.0,50.0,30.0
10.0,10.0,79.6,67.9,92.2,83.3,40.0,81.8,34.0,30.0,10.0
50.0,10.0,28.2,89.9,92.2,96.3,70.0,28.1,69.0,90.0,70.0
50.0,50.0,27.8,49.9,80.5,92.3,70.0,60.1,23.6,70.0,70.0
50.0,50.0,54.0,81.5,74.2,51.9,70.0,73.4,36.6,50.0,30.0
30.0,10.0,35.2,68.2,71.4,16.6,40.0,37.9,73.6,30.0,30.0
70.0,50.0,66.8,88.3,67.1,71.1,70.0,73.7,69.0,70.0,70.0
30.0,10.0,32.6,70.6,94.2,78.7,40.0,62.5,38.0,50.0,50.0
60.0,70.0,53.7,99.5,73.4,6.5,100.0,79.1,77.0,50.0,70.0
70.0,70.0,72.7,38.1,9.6,60.8,85.0,51.6,77.8,50.0,50.0
90.0,69.0,69.3,33.7,14.8,67.9,70.0,68.4,77.8,70.0,70.0
50.0,30.0,26.3,59.0,45.6,90.6,70.0,40.9,75.0,50.0,50.0
90.0,87.0,74.1,34.1,14.1,88.2,85.0,61.5,77.8,70.0,90.0
30.0,30.0,37.6,48.7,79.9,85.5,55.0,57.7,58.0,30.0,30.0
50.0,50.0,54.4,60.7,73.0,0.0,70.0,80.0,49.0,70.0,70.0
50.0,30.0,45.1,77.7,58.5,87.7,55.0,59.6,46.0,50.0,70.0
70.0,35.0,52.5,58.4,68.5,93.6,70.0,41.1,73.8,70.0,70.0
30.0,10.0,28.5,82.1,66.5,67.5,70.0,50.4,59.0,70.0,30.0
90.0,68.0,63.4,73.0,88.1,91.7,85.0,74.5,73.0,70.0,50.0
50.0,30.0,21.4,74.8,90.7,82.5,70.0,47.2,29.2,30.0,30.0
90.0,87.0,74.1,36.2,20.7,88.2,70.0,61.5,77.8,70.0,90.0
90.0,93.0,77.8,30.6,0.0,96.7,85.0,92.1,77.8,70.0,70.0
90.0,90.0,85.0,99.9,51.0,99.0,85.0,78.8,76.0,30.0,50.0
50.0,10.0,42.9,66.3,86.9,80.4,55.0,53.5,55.0,70.0,30.0
70.0,65.0,68.9,59.8,39.3,46.0,70.0,41.5,77.8,70.0,50.0
50.0,50.0,41.7,69.3,64.3,53.4,85.0,62.7,35.0,70.0,70.0
50.0,50.0,44.3,63.6,73.7,60.6,70.0,31.7,45.0,70.0,50.0
90.0,70.0,48.7,97.2,87.4,59.0,100.0,80.0,19.4,50.0,70.0
70.0,50.0,66.8,88.6,69.3,71.1,70.0,73.7,71.0,70.0,70.0
50.0,10.0,21.4,60.6,48.6,11.7,55.0,81.8,25.0,50.0,30.0
90.0,50.0,59.9,72.4,87.3,97.0,70.0,51.1,69.2,70.0,70.0
50.0,30.0,58.9,77.5,56.2,95.3,70.0,64.1,81.0,70.0,70.0
10.0,10.0,25.3,78.5,96.6,83.6,40.0,62.6,61.8,30.0,30.0
70.0,53.0,67.3,76.8,85.3,80.7,85.0,72.3,65.0,50.0,50.0
50.0,30.0,42.5,58.9,53.7,77.6,55.0,65.2,51.0,50.0,50.0
30.0,10.0,30.7,54.5,97.2,99.1,55.0,38.4,49.0,30.0,30.0
10.0,10.0,41.4,32.2,85.2,61.2,40.0,57.6,66.0,10.0,10.0
30.0,30.0,22.1,72.3,72.6,78.9,55.0,79.8,65.0,50.0,50.0
50.0,28.0,52.5,56.5,76.5,1.2,55.0,53.6,45.6,50.0,70.0
30.0,10.0,24.1,46.1,90.2,81.9,55.0,43.7,65.2,30.0,30.0
50.0,30.0,41.9,53.5,48.8,94.3,55.0,78.4,49.0,50.0,50.0
30.0,10.0,18.7,77.8,58.3,94.8,55.0,63.4,64.0,70.0,50.0
50.0,50.0,54.0,81.5,75.1,51.9,55.0,73.4,37.0,50.0,30.0
10.0,10.0,36.0,41.5,84.8,91.7,55.0,52.5,55.0,10.0,10.0
50.0,30.0,42.9,70.9,79.6,82.4,55.0,75.7,58.4,50.0,50.0
50.0,50.0,48.7,63.7,64.7,50.0,70.0,80.6,33.0,70.0,50.0
90.0,76.0,80.9,46.5,1.5,81.1,70.0,73.6,78.4,70.0,70.0
50.0,30.0,46.3,80.9,75.1,67.2,55.0,70.3,75.0,30.0,50.0
50.0,30.0,44.2,70.9,80.2,28.1,55.0,58.8,54.6,50.0,50.0
30.0,10.0,29.6,51.9,93.2,65.9,70.0,32.7,35.0,50.0,30.0
50.0,27.0,45.2,80.1,94.3,89.4,55.0,50.3,73.0,70.0,50.0
70.0,70.0,52.3,74.9,42.2,17.7,85.0,75.4,79.0,50.0,30.0
70.0,43.0,53.9,46.3,39.3,36.1,70.0,51.8,77.8,70.0,70.0
10.0,10.0,79.6,67.6,88.0,83.3,40.0,81.8,34.0,30.0,10.0
30.0,10.0,56.3,43.4,44.5,85.4,55.0,74.9,79.0,30.0,50.0
50.0,50.0,27.8,49.5,78.6,92.3,70.0,60.1,20.0,70.0,70.0
90.0,90.0,71.5,61.2,42.4,94.3,70.0,61.8,81.2,70.0,50.0
50.0,50.0,40.4,60.6,88.2,58.4,55.0,42.4,65.0,50.0,50.0
50.0,26.0,45.1,74.2,67.3,87.7,55.0,59.6,58.6,50.0,70.0
50.0,10.0,31.0,46.0,92.9,22.2,55.0,43.5,48.4,30.0,30.0
70.0,27.0,38.5,80.9,91.6,78.1,85.0,87.8,25.0,70.0,50.0
30.0,10.0,5.0,56.2,84.1,98.6,55.0,30.0,40.0,30.0,10.0
50.0,30.0,62.4,70.7,59.4,96.7,70.0,59.0,81.0,70.0,50.0
50.0,50.0,48.3,72.3,66.3,30.4,85.0,61.8,61.0,50.0,70.0
70.0,49.0,51.8,55.7,2.9,82.4,70.0,67.7,61.0,70.0,70.0
90.0,70.0,84.0,91.9,92.4,100.0,100.0,86.7,90.0,90.0,90.0
60.0,70.0,53.7,99.4,78.1,6.5,85.0,79.1,78.4,50.0,70.0
90.0,68.0,69.3,33.7,16.4,67.9,70.0,68.4,77.8,70.0,70.0
30.0,10.0,28.2,89.5,90.0,96.3,70.0,28.1,69.0,90.0,70.0
50.0,10.0,34.1,67.4,72.6,49.2,55.0,47.8,35.0,70.0,50.0
30.0,30.0,24.5,91.6,91.6,92.1,55.0,47.2,68.0,50.0,50.0
70.0,30.0,50.2,63.5,19.8,40.2,55.0,48.1,45.0,70.0,10.0
10.0,10.0,22.6,33.3,61.1,19.9,40.0,20.0,49.0,10.0,10.0
90.0,86.0,92.9,56.1,54.8,84.6,70.0,85.8,79.4,70.0,90.0
70.0,10.0,38.8,72.8,80.2,0.0,55.0,67.0,58.0,30.0,30.0
30.0,30.0,37.6,48.4,80.6,85.5,55.0,57.7,52.2,30.0,30.0
30.0,10.0,21.7,43.7,79.6,54.8,55.0,66.65,70.2,30.0,30.0
30.0,10.0,50.3,57.5,89.3,90.4,55.0,55.5,68.4,30.0,30.0
30.0,30.0,23.1,85.7,91.8,90.1,55.0,56.2,52.2,50.0,50.0
30.0,25.0,29.6,50.9,92.2,60.9,55.0,51.5,29.0,50.0,30.0
50.0,30.0,33.5,80.4,91.4,94.7,55.0,62.8,65.2,70.0,70.0
50.0,10.0,26.6,98.0,70.8,0.0,70.0,58.7,36.6,50.0,70.0
50.0,50.0,39.8,72.2,74.2,14.4,55.0,51.0,69.0,70.0,70.0
90.0,70.0,62.7,99.4,59.2,19.7,85.0,74.4,59.0,30.0,50.0
30.0,10.0,35.2,68.0,82.1,16.6,40.0,37.9,31.0,30.0,50.0
50.0,50.0,28.4,61.9,51.0,3.8,70.0,75.0,85.0,50.0,50.0
10.0,10.0,36.3,43.4,83.0,27.3,40.0,65.5,51.0,30.0,30.0
50.0,10.0,34.7,83.0,89.6,98.5,55.0,45.8,66.6,30.0,30.0
50.0,32.0,22.3,86.9,90.9,47.0,55.0,42.2,67.0,70.0,50.0
30.0,30.0,29.5,64.4,51.0,75.9,55.0,51.2,53.0,50.0,30.0
50.0,7.0,34.3,84.5,71.7,80.9,55.0,80.6,48.4,70.0,30.0
90.0,90.0,77.1,38.1,29.4,81.2,85.0,81.8,77.0,50.0,70.0
70.0,27.0,37.1,73.0,88.9,97.2,70.0,52.9,59.0,50.0,50.0
30.0,10.0,64.2,91.7,95.5,93.5,55.0,91.1,69.0,50.0,30.0
30.0,30.0,21.4,32.9,82.7,85.5,55.0,49.7,37.0,30.0,30.0
50.0,50.0,35.2,48.6,69.3,19.2,70.0,52.9,54.2,50.0,50.0
90.0,90.0,77.0,45.6,37.9,99.0,85.0,44.1,79.0,70.0,70.0
50.0,30.0,50.9,61.8,32.0,90.5,55.0,63.7,61.0,50.0,30.0
30.0,10.0,35.3,57.4,56.5,99.7,40.0,61.1,50.0,30.0,10.0
50.0,30.0,34.5,64.8,85.1,87.4,55.0,31.6,63.0,50.0,50.0
50.0,26.0,54.3,67.1,89.7,13.2,55.0,62.3,13.2,50.0,30.0
50.0,30.0,13.8,84.7,55.1,18.0,55.0,59.7,51.0,50.0,50.0
30.0,10.0,22.6,38.2,74.1,6.9,85.0,55.7,36.8,30.0,10.0
70.0,54.0,55.9,54.7,39.3,96.2,85.0,77.0,77.4,70.0,90.0
30.0,10.0,17.6,81.9,84.3,89.2,40.0,20.0,50.0,30.0,30.0
70.0,34.0,55.4,43.3,14.5,68.2,70.0,53.0,77.8,70.0,70.0
90.0,50.0,48.7,67.4,78.5,16.6,70.0,77.1,50.4,90.0,70.0
50.0,50.0,38.0,66.4,35.4,84.9,70.0,64.5,73.0,50.0,50.0
50.0,27.0,34.3,76.2,99.1,82.2,70.0,77.6,61.0,70.0,70.0
50.0,25.0,13.1,75.4,67.9,17.6,70.0,32.3,67.0,50.0,50.0
30.0,30.0,17.6,50.1,82.7,77.1,55.0,51.5,15.0,50.0,10.0
10.0,10.0,10.0,47.6,0.0,64.4,40.0,20.0,60.6,10.0,10.0
30.0,10.0,22.2,81.2,80.3,5.4,55.0,57.1,52.6,30.0,30.0
50.0,70.0,31.0,64.5,17.3,78.1,70.0,80.2,0.0,50.0,50.0
90.0,77.0,76.9,64.3,60.3,53.3,85.0,95.4,78.4,70.0,70.0
50.0,50.0,56.7,71.1,67.7,79.3,85.0,69.9,71.2,70.0,70.0
30.0,30.0,36.8,70.3,87.9,95.5,55.0,75.2,55.0,30.0,30.0
30.0,50.0,58.5,43.9,64.3,90.9,55.0,62.5,74.0,70.0,50.0
90.0,89.0,83.3,57.9,20.1,97.8,70.0,48.6,83.0,70.0,50.0
30.0,23.0,32.6,73.0,93.5,78.7,40.0,62.5,38.0,50.0,50.0
30.0,30.0,26.1,65.4,55.3,59.1,55.0,38.8,25.0,30.0,50.0
30.0,10.0,25.4,59.1,0.0,58.2,40.0,44.349999999999994,25.0,30.0,30.0
10.0,10.0,40.0,78.8,16.7,94.4,40.0,59.6,69.4,30.0,10.0
50.0,50.0,32.3,81.4,97.3,95.3,55.0,53.4,69.0,50.0,70.0
90.0,88.0,82.0,77.4,56.2,95.9,70.0,77.2,81.6,70.0,90.0
50.0,50.0,29.4,80.7,87.3,86.1,70.0,43.0,67.6,70.0,90.0
70.0,91.0,84.0,37.3,0.0,96.1,70.0,54.0,79.4,70.0,70.0
70.0,77.0,82.0,52.2,32.3,79.0,85.0,64.9,81.0,90.0,50.0
70.0,30.0,62.8,66.6,49.6,90.0,70.0,60.0,70.4,70.0,50.0
70.0,34.0,44.5,77.7,83.3,52.6,85.0,44.9,60.0,70.0,70.0
50.0,22.0,44.0,72.5,74.2,14.1,55.0,62.9,60.6,50.0,70.0
90.0,50.0,69.2,74.4,73.7,90.8,85.0,49.2,77.0,50.0,50.0
70.0,49.0,52.6,75.9,64.3,55.5,70.0,74.2,56.2,70.0,70.0
70.0,50.0,54.2,67.1,60.7,16.5,70.0,85.1,61.0,70.0,70.0
50.0,50.0,31.3,71.8,85.3,49.7,70.0,51.9,58.8,50.0,50.0
50.0,57.0,59.7,61.3,67.3,70.0,85.0,58.7,61.0,70.0,50.0
70.0,30.0,54.0,76.6,63.0,98.2,70.0,69.7,61.0,50.0,70.0
90.0,90.0,93.0,60.8,40.3,53.5,85.0,73.5,77.8,70.0,90.0
70.0,33.0,45.3,74.2,91.9,96.4,70.0,73.6,71.6,70.0,50.0
70.0,34.0,12.3,89.1,77.5,46.8,55.0,39.4,74.8,70.0,70.0
10.0,10.0,5.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,10.0
30.0,24.0,65.4,70.5,95.9,85.9,55.0,62.6,34.0,50.0,50.0
70.0,70.0,82.8,72.2,50.1,99.8,85.0,55.8,83.0,90.0,70.0
70.0,50.0,56.6,75.6,73.5,79.9,70.0,70.0,67.0,70.0,70.0
90.0,91.0,82.7,38.5,0.0,81.1,70.0,46.5,73.2,70.0,50.0
90.0,70.0,53.5,99.9,16.4,99.3,85.0,64.2,77.0,30.0,50.0
50.0,30.0,26.3,57.7,52.7,90.6,70.0,40.9,75.0,50.0,50.0
50.0,50.0,35.4,83.5,91.9,78.5,70.0,64.5,71.0,70.0,70.0
70.0,50.0,55.1,51.8,37.3,66.3,70.0,42.8,59.0,70.0,70.0
50.0,30.0,34.7,77.5,92.1,79.0,55.0,60.1,67.8,50.0,50.0
90.0,88.0,91.5,82.7,92.1,80.0,100.0,96.9,83.0,90.0,70.0
50.0,30.0,51.7,88.6,74.4,7.7,70.0,57.5,57.8,50.0,50.0
70.0,30.0,35.3,62.0,73.5,39.7,70.0,69.5,61.0,70.0,50.0
70.0,70.0,72.7,38.2,8.6,60.8,85.0,51.6,77.8,50.0,50.0
70.0,56.0,56.6,51.6,33.2,81.5,70.0,61.3,73.0,70.0,50.0
70.0,50.0,56.1,53.3,52.5,70.5,70.0,54.4,77.8,70.0,30.0
90.0,83.0,78.0,37.8,26.8,90.8,55.0,44.4,79.4,70.0,50.0
90.0,71.0,73.2,53.8,60.9,49.3,85.0,82.4,79.0,50.0,50.0
10.0,10.0,28.2,54.5,67.5,6.2,55.0,44.8,25.0,10.0,10.0
30.0,30.0,28.2,71.4,90.5,61.0,55.0,70.5,69.0,50.0,70.0
90.0,85.0,78.3,51.8,48.3,80.8,85.0,78.2,77.8,70.0,70.0
30.0,50.0,56.5,68.3,39.5,67.2,55.0,43.4,60.8,50.0,50.0
10.0,10.0,12.3,10.0,10.2,11.9,55.0,69.8,40.0,10.0,10.0
50.0,33.0,38.7,73.4,80.9,69.8,55.0,59.9,74.8,70.0,30.0
50.0,50.0,43.7,73.3,72.3,9.5,55.0,56.5,61.6,50.0,50.0
70.0,50.0,54.4,60.3,73.0,0.0,70.0,80.0,62.0,70.0,70.0
90.0,94.0,88.4,64.6,55.8,98.3,85.0,89.6,78.6,70.0,90.0
50.0,50.0,55.6,82.4,87.0,42.5,70.0,60.1,63.0,70.0,50.0
30.0,30.0,45.8,51.2,88.5,80.8,55.0,56.1,34.0,50.0,50.0
50.0,10.0,33.4,48.8,81.4,84.8,70.0,63.3,65.0,70.0,50.0
30.0,10.0,56.5,73.3,85.7,87.3,55.0,85.5,61.0,30.0,30.0
50.0,50.0,35.2,48.7,72.8,19.2,70.0,52.9,54.2,50.0,50.0
50.0,30.0,50.9,61.9,30.0,90.5,55.0,63.7,61.0,50.0,30.0
50.0,28.0,54.3,77.8,90.6,13.2,55.0,62.3,24.0,30.0,30.0
50.0,30.0,13.8,84.9,63.9,18.0,55.0,59.7,51.0,50.0,50.0
50.0,18.0,34.3,84.5,78.3,80.9,55.0,80.6,48.4,70.0,30.0
30.0,10.0,35.3,55.9,52.5,99.7,40.0,61.1,50.0,30.0,10.0
50.0,65.0,55.6,83.2,85.9,42.5,70.0,60.1,63.0,70.0,50.0
70.0,52.0,55.9,59.2,44.8,96.2,85.0,77.0,79.8,70.0,90.0
30.0,25.0,29.6,50.9,92.2,60.9,55.0,51.5,45.0,50.0,30.0
30.0,10.0,22.2,74.1,52.5,5.4,55.0,57.1,45.0,30.0,30.0
70.0,50.0,56.6,77.3,62.2,79.9,70.0,70.0,67.0,70.0,50.0
10.0,10.0,22.6,33.3,61.1,19.9,40.0,20.0,49.0,10.0,10.0
90.0,66.0,73.2,53.9,59.8,49.3,85.0,82.4,79.0,50.0,50.0
30.0,30.0,24.5,91.6,92.0,92.1,55.0,47.2,68.0,50.0,50.0
30.0,30.0,45.8,50.9,88.7,80.8,55.0,56.1,34.0,50.0,50.0
90.0,89.0,92.9,55.7,56.0,84.6,70.0,85.8,79.4,70.0,90.0
30.0,50.0,56.5,68.4,38.4,67.2,55.0,43.4,63.8,50.0,50.0
30.0,23.0,32.6,77.2,94.5,78.7,40.0,62.5,34.0,50.0,30.0
50.0,50.0,48.3,72.6,71.7,30.4,70.0,61.8,68.0,50.0,70.0
30.0,10.0,5.0,57.5,92.3,98.6,55.0,30.0,40.0,30.0,10.0
30.0,34.0,58.5,45.0,65.1,90.9,55.0,62.5,74.0,70.0,50.0
90.0,90.0,71.5,60.5,43.5,94.3,70.0,61.8,81.8,70.0,50.0
90.0,95.0,82.7,38.4,0.0,81.1,70.0,46.5,73.2,70.0,50.0
30.0,10.0,50.3,57.7,89.3,90.4,55.0,55.5,68.4,30.0,30.0
30.0,10.0,28.2,89.7,90.1,96.3,55.0,28.1,66.4,90.0,70.0
70.0,49.0,52.6,76.2,67.7,55.5,70.0,74.2,56.2,70.0,70.0
30.0,10.0,56.3,44.9,45.3,85.4,55.0,74.9,57.6,30.0,30.0
30.0,10.0,22.6,39.2,76.5,6.9,55.0,55.7,27.8,30.0,10.0
50.0,50.0,27.8,53.5,83.3,92.3,70.0,60.1,20.0,70.0,70.0
90.0,89.0,83.3,57.9,27.4,97.8,70.0,48.6,82.4,70.0,50.0
70.0,67.0,72.7,42.4,7.6,60.8,85.0,51.6,77.8,50.0,50.0
90.0,83.0,78.3,55.9,53.0,80.8,85.0,78.2,77.8,70.0,70.0
70.0,70.0,52.3,90.9,56.0,17.7,70.0,75.4,79.0,30.0,30.0
30.0,10.0,24.1,46.0,90.0,81.9,55.0,43.7,65.2,30.0,30.0
50.0,30.0,46.3,80.3,82.1,67.2,55.0,70.3,75.0,30.0,50.0
50.0,50.0,38.0,53.0,17.6,84.9,70.0,64.5,73.0,50.0,50.0
70.0,50.0,54.4,60.3,67.9,0.0,70.0,80.0,62.0,70.0,70.0
10.0,10.0,41.4,32.5,85.7,61.2,40.0,57.6,66.0,10.0,10.0
10.0,10.0,30.7,54.5,97.2,99.1,55.0,38.4,49.0,10.0,10.0
70.0,70.0,68.9,60.6,37.1,46.0,70.0,41.5,77.8,70.0,50.0
50.0,30.0,42.9,71.1,73.0,82.4,70.0,75.7,53.0,50.0,50.0
70.0,51.0,56.6,53.2,36.0,81.5,70.0,61.3,73.0,70.0,50.0
30.0,30.0,22.1,72.7,83.7,78.9,55.0,79.8,65.0,50.0,50.0
10.0,10.0,36.0,41.4,84.0,91.7,55.0,52.5,56.0,10.0,10.0
10.0,10.0,12.3,10.0,10.2,11.9,55.0,69.8,40.0,10.0,10.0
90.0,43.0,59.9,67.8,85.5,97.0,70.0,51.1,69.6,70.0,50.0
90.0,61.0,63.4,73.0,87.1,91.7,85.0,74.5,73.0,70.0,50.0
30.0,29.0,65.4,70.5,95.1,85.9,55.0,62.6,38.2,50.0,50.0
90.0,70.0,53.5,99.9,40.6,99.3,85.0,64.2,78.0,30.0,50.0
30.0,10.0,35.2,68.0,87.4,16.6,40.0,37.9,63.0,30.0,50.0
10.0,10.0,5.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,10.0
50.0,50.0,41.7,69.2,62.0,53.4,70.0,62.7,46.6,70.0,50.0
90.0,87.0,91.5,82.7,93.4,80.0,100.0,96.9,83.0,90.0,70.0
30.0,10.0,29.6,52.1,90.7,65.9,55.0,32.7,49.0,50.0,30.0
30.0,10.0,29.6,77.4,86.6,24.5,40.0,45.2,63.0,30.0,30.0
50.0,27.0,45.2,80.0,95.4,89.4,55.0,50.3,73.0,70.0,30.0
70.0,59.0,53.9,46.5,42.7,36.1,70.0,51.8,77.8,70.0,70.0
70.0,31.0,37.1,73.5,90.6,97.2,55.0,52.9,58.4,50.0,50.0
70.0,50.0,55.4,46.9,15.1,68.2,70.0,53.0,77.8,70.0,70.0
90.0,91.0,77.1,39.2,34.9,81.2,85.0,81.8,77.0,50.0,70.0
70.0,50.0,55.1,52.4,39.5,66.3,70.0,42.8,59.0,70.0,70.0
10.0,10.0,10.0,47.6,10.2,64.4,40.0,20.0,60.6,10.0,10.0
30.0,10.0,56.5,73.7,89.6,87.3,55.0,85.5,61.0,30.0,30.0
70.0,28.0,44.5,77.6,83.9,52.6,85.0,44.9,61.2,70.0,70.0
10.0,28.0,36.3,43.0,81.4,27.3,40.0,65.5,51.0,30.0,30.0
70.0,50.0,54.2,66.9,60.7,16.5,70.0,85.1,61.0,70.0,70.0
30.0,10.0,25.4,47.9,0.0,58.2,40.0,44.349999999999994,25.0,30.0,30.0
50.0,10.0,26.6,98.0,70.0,0.0,70.0,58.7,36.6,50.0,70.0
30.0,30.0,26.1,65.4,64.3,59.1,55.0,38.8,38.2,30.0,50.0
50.0,50.0,44.3,63.4,95.1,60.6,70.0,31.7,45.0,70.0,50.0
50.0,22.0,44.0,73.9,76.1,14.1,55.0,62.9,57.0,50.0,70.0
70.0,80.0,82.0,52.9,28.8,79.0,85.0,64.9,83.0,90.0,50.0
90.0,50.0,69.2,75.2,78.3,90.8,85.0,49.2,78.0,50.0,50.0
50.0,10.0,34.7,83.0,88.4,98.5,55.0,45.8,65.0,30.0,30.0
50.0,50.0,59.7,60.8,66.7,70.0,85.0,58.7,61.0,70.0,50.0
90.0,99.0,77.8,30.3,0.0,96.7,85.0,92.1,77.8,70.0,70.0
90.0,50.0,48.7,68.1,79.1,16.6,70.0,77.1,51.6,90.0,70.0
50.0,23.0,45.1,74.3,65.3,87.7,55.0,59.6,53.2,50.0,70.0
70.0,32.0,52.5,57.0,57.1,93.6,70.0,41.1,74.4,70.0,70.0
50.0,22.0,34.3,75.9,98.9,82.2,70.0,77.6,63.2,70.0,70.0
50.0,30.0,58.9,77.1,56.7,95.3,70.0,64.1,81.0,70.0,70.0
70.0,50.0,56.7,71.2,62.4,79.3,85.0,69.9,72.8,50.0,70.0
70.0,52.0,51.8,62.6,12.8,82.4,70.0,67.7,63.2,70.0,70.0
50.0,30.0,21.4,74.8,90.5,82.5,70.0,47.2,27.0,30.0,30.0
